Filename,File_Size,Index_of_Coincidence,Entropy,Nasty_Sig_Count,Super_Nasty_Sig_Count,Eval_Uses,Compression_Ratio,Longest_Word_Length,Label
backdoor1.php.txt,5765,0.05723613925715314,5.531028507187128,14,0,0,0.3458803122289679,84,1
weevely_106.php,695,0.03577633570377128,5.310547164162142,0,0,0,0.7237410071942446,80,1
weevely_234.php,752,0.03886661755956597,5.272197239495294,0,0,0,0.7047872340425532,100,1
CrystalShell v.1.txt,40682,0.03182695780290604,5.605834088412673,25,0,0,0.23752519541812103,110,1
c99-bd.txt,170920,0.02886213489340927,5.795341630676517,103,0,3,0.26935993447226775,422,1
weevely_36.php,678,0.03738948946201139,5.2527632916987415,0,0,0,0.7050147492625368,94,1
c99shell_v1.0.php.php.txt,139506,0.026931610697630393,5.838883020134172,45,0,3,0.30332028729947097,1274,1
weevely_204.php,742,0.039027176067891065,5.238962757200906,0,0,0,0.7102425876010782,114,1
r577.php.php.txt,86594,0.02634568412875868,5.984286118273321,22,0,1,0.24792710811372612,126,1
weevely_128.php,772,0.040637621553328895,5.177788895535507,0,0,0,0.689119170984456,84,1
wso2.php.txt,75329,0.08416135594058408,5.636472164204756,20,0,3,0.2486957214353038,784,1
weevely_305.php,749,0.04202037654484054,5.156988017625369,0,0,0,0.6929238985313751,118,1
weevely_215.php,759,0.039459641731065385,5.211733156096876,0,0,0,0.6930171277997365,107,1
icesword.php,157083,0.02063997793621764,5.826550686419451,87,0,0,0.3505089665972766,39941,1
ctt_sh.php.txt,130394,0.025329679690851592,5.842189744438552,27,0,3,0.3192018037639769,386,1
fuckphpshell.txt,9478,0.07750551122726844,5.727010808492732,11,0,0,0.30597172399240347,62,1
b374k.v1.txt,20980,0.01472061738982616,6.219787539412772,3,0,0,0.6621067683508103,79,1
weevely_321.php,759,0.0470519117989578,5.093125306258038,0,0,0,0.6851119894598156,107,1
php-backdoor.php,2800,0.03925636706987189,5.571982561985423,2,0,0,0.41214285714285714,64,1
weevely_335.php,742,0.04691336468893569,5.07830840119717,0,0,0,0.6886792452830188,114,1
weevely_349.php,779,0.0393953093907884,5.219555393765198,0,0,0,0.6970474967907574,82,1
array_intersect_uassoc-headers-accept-r.php,234,0.02630130956311214,5.450630481902502,0,0,0,0.8376068376068376,49,1
weevely_241.php,749,0.04299493799218923,5.1424016024091745,0,0,0,0.6809078771695594,118,1
mysql.txt,52388,0.09766915657549292,5.4859264202281635,51,0,0,0.18383981064365884,416,1
c99.php,150555,0.028968883606639687,5.7850833315915535,65,0,2,0.2840822290857162,422,1
img.php.php.txt,81299,0.02753846787260377,5.7852941425793825,41,0,0,0.2627953603365355,8867,1
weevely_423.php,668,0.03638150984388046,5.292403074445843,0,0,0,0.7200598802395209,100,1
weevely_443.php,779,0.04097600575518676,5.190095685379663,0,0,0,0.6854942233632862,83,1
weevely_16.php,769,0.0389879984828782,5.215259633815446,0,0,0,0.6931079323797139,91,1
weevely_82.php,685,0.03551030861826098,5.312504788426514,0,0,0,0.7138686131386861,92,1
weevely_93.php,749,0.04147062393351563,5.214767316062854,0,0,0,0.6969292389853138,114,1
weevely_221.php,752,0.04362977023543077,5.146222747364054,0,0,0,0.6914893617021277,102,1
Liz0ziM Private Safe Mode Command Execuriton Bypass Exploit.txt,1340,0.03640498032615117,5.095150118752539,8,0,0,0.4253731343283582,63,1
weevely_69.php,762,0.03982534377683736,5.206487680951935,0,0,0,0.6916010498687664,85,1
g00nv13.php,31801,0.03792030391829378,5.855049565413281,24,0,0,0.31863777868620485,106,1
wso2.php,50779,0.029392556699692172,5.500043925424074,17,0,1,0.2813761594359873,156,1
simple-backdoor.php,328,0.05418811068844633,5.320069125017754,1,0,0,0.6707317073170732,57,1
tiamo.php.decode.txt,66807,0.031058430137524386,5.637467014364191,23,0,3,0.2803448740401455,784,1
Mysql interface v1.0.txt,33796,0.03683257565636983,5.457857702322923,1,0,0,0.19031838087347616,118,1
aioshell.php,33190,0.07532227863914988,5.423325845838594,60,0,0,0.2006025911419102,61,1
ru24_post_sh.php.txt,520,0.028316288720912998,5.374346463456741,3,0,0,0.6480769230769231,51,1
weevely_249.php,752,0.04386704252486047,5.1564332997263715,0,0,0,0.699468085106383,101,1
Dx.php.php.txt,111606,0.022355584269061594,5.916469036491234,64,0,1,0.304929842481587,5034,1
weevely_381.php,668,0.03651168427762167,5.277884223061665,0,0,0,0.7110778443113772,101,1
weevely_53.php,752,0.042004277983964645,5.151734139121562,0,0,0,0.6901595744680851,25,1
weevely_342.php,688,0.038429640161131984,5.2655020727731845,0,0,0,0.7107558139534884,79,1
bug.php,32,0.010080645161290322,4.6875,0,0,0,1.25,23,1
kral.txt,10010,0.05786029336833613,5.454889777373348,4,0,0,0.2822177822177822,91,1
backup.php.php.txt,1264,0.025350281126913017,5.744099532318813,0,0,0,0.5735759493670886,61,1
weevely_485.php,695,0.03625733419028466,5.296722048509486,0,0,0,0.7194244604316546,80,1
weevely_200.php,749,0.038996737182553566,5.227629894038646,0,0,0,0.6955941255006676,114,1
SsEs.php.php.txt,189911,0.035694822132554094,5.767137029760769,110,0,3,0.28924601523871707,11579,1
weevely_123.php,752,0.03878162450066578,5.249916293273814,0,0,0,0.7021276595744681,104,1
weevely_88.php,762,0.04007022118293032,5.237280473847432,0,0,0,0.7034120734908137,89,1
weevely_124.php,772,0.03888026451079615,5.258766293736067,0,0,0,0.6968911917098446,84,1
phpbackdoor15.php.txt,3865,0.034327684614539895,5.536605998293584,1,0,0,0.38369987063389394,85,1
mysql.php.txt,51962,0.09911383539579167,5.467366702221141,51,0,0,0.18259497324968246,91,1
weevely_436.php,762,0.042384485119386354,5.176110576869837,0,0,0,0.6916010498687664,92,1
jHn.php,63664,0.026442353251638472,5.706971028717851,26,0,1,0.23928750942447852,727,1
weevely_395.php,749,0.042948530304220245,5.160435252569563,0,0,0,0.6835781041388518,114,1
weevely_324.php,685,0.035484697144320655,5.315717027500307,0,0,0,0.7197080291970803,90,1
weevely_153.php,769,0.041006312310359776,5.206516744999011,0,0,0,0.6957087126137841,31,1
Macker's Private PHPShell.php,38230,0.04260263090798682,5.464972218140041,11,0,0,0.2538582265236725,89,1
weevely_307.php,678,0.035794739066591724,5.33790851594444,0,0,0,0.7168141592920354,91,1
weevely_67.php,769,0.03903879497182488,5.223436071224646,0,0,0,0.6957087126137841,92,1
weevely_225.php,779,0.04241480244595437,5.125612717488204,0,0,0,0.6893453145057766,31,1
KAdot Universal Shell v0.1.6.php,4656,0.030948091570684552,5.387751214416152,14,0,1,0.3707044673539519,39,1
weevely_370.php,698,0.03642298347810716,5.292127494997006,0,0,0,0.7077363896848138,73,1
phpspy_2005_lite.php,20551,0.0343116881425652,5.292677151258346,27,0,0,0.30329424358911977,91,1
uploader.txt,279,0.02679147004976664,5.361862194237476,0,0,0,0.7706093189964157,29,1
WSO_base64.php,84128,0.02063735549383096,5.754663920633985,3,0,0,0.34802919360973755,84009,1
过各大杀软的pHp一句话.php,489,0.06452361226180613,4.143894741878901,0,0,0,0.5132924335378323,346,1
r57.1.4.0.php,53064,0.01549267012138378,6.026064434467414,2,0,0,0.7555593245891753,52559,1
wso2_pack.php,24753,0.015527536168527992,6.021883174323261,0,0,0,0.7586151173595119,24560,1
weevely_325.php,749,0.03877183838701156,5.236577503675923,1,0,0,0.6929238985313751,116,1
牛X的pHp一句话.php,94,0.017844886753603295,5.272924455774821,1,0,1,1.0638297872340425,84,1
weevely_486.php,742,0.039936561287107465,5.205230223721267,0,0,0,0.6886792452830188,116,1
weevely_343.php,769,0.04404055591677503,5.141350107292037,0,0,0,0.6775032509752926,90,1
php读取iis.txt,942,0.07432351633871903,5.3842106576091115,0,0,0,0.37791932059447986,54,1
weevely_401.php,772,0.04710254497557173,5.12111770512682,0,0,0,0.6748704663212435,81,1
mailer3.php.txt,7180,0.03525762427631505,5.377073025137233,0,0,0,0.26615598885793873,91,1
moon.php,121668,0.05637712171588279,4.322204561224343,19,0,0,0.5598020843607193,113105,1
gzismexv.php,85801,0.02002919424138291,5.8149533215162235,1,0,0,0.560296500040792,70,1
weevely_498.php,705,0.035670535138620243,5.3218967594097855,0,0,0,0.7063829787234043,76,1
job.php.txt,17092,0.020237083078488885,6.1783142818716295,0,0,0,0.3114907559091973,316,1
r57shell1.40.txt,159573,0.026667010294842867,5.78973268475924,53,0,1,0.2265608843601361,416,1
weevely_230.php,749,0.053575890849117895,5.075470143254197,0,0,0,0.6862483311081442,118,1
s72 Shell v1.1 Coding.txt,5121,0.043182789006053504,5.284703509504452,4,0,0,0.3009177894942394,453,1
weevely_115.php,668,0.036601459749167335,5.279487970475875,0,0,0,0.7155688622754491,100,1
mof提权带回显带清楚命令版本.php,2963,0.03137024426627483,5.413304818232726,4,0,0,0.4252446844414445,78,1
lolipop.txt,13776,0.035477286572191624,5.582661475957961,2,0,0,0.21544715447154472,416,1
weevely_273.php,688,0.0357553908127687,5.331097304169639,0,0,0,0.7194767441860465,79,1
weevely_224.php,749,0.040628145905770977,5.194022670718626,0,0,0,0.6809078771695594,114,1
r57_Mohajer22.php,114318,0.029494724845355594,6.074146599139001,28,0,1,0.25481551461712065,168,1
weevely_24.php,749,0.03942511584072882,5.200794898059521,0,0,0,0.6862483311081442,118,1
simattacker.txt,12415,0.032522009986905645,5.44921327157293,7,0,0,0.3126057188884414,416,1
wso-4.2.0.php,88611,0.07578059121975578,5.69314355086481,26,0,3,0.251887463181772,1128,1
weevely_267.php,752,0.04342791172054282,5.133401908848449,0,0,0,0.6888297872340425,104,1
ironshell.txt,18370,0.12439623299686613,5.462841618417904,17,0,1,0.25617855198693523,92,1
weevely_105.php,742,0.042962995296659645,5.1472594474932345,0,0,0,0.7008086253369272,114,1
weevely_145.php,769,0.04312621911573472,5.158149567969689,0,0,0,0.6918075422626788,90,1
weevely_146.php,675,0.0365710517639301,5.264352134877332,0,0,0,0.717037037037037,100,1
2mv2.txt,63228,0.018090953515267003,6.14891648370051,67,0,0,0.32869931043208706,160,1
weevely_144.php,762,0.03917003804222238,5.21989470026749,0,0,0,0.6929133858267716,93,1
matamu.txt,3801,0.04820005815644082,5.418133692130867,4,0,0,0.42672980794527754,43,1
s-u.php,8998,0.03045816156794677,5.466156863163315,0,0,0,0.29673260724605466,58,1
weevely_388.php,759,0.03987679942710343,5.199263806765446,0,0,0,0.696969696969697,105,1
RedhatC99 [login=redhat-pass=root],131456,0.03571706851286239,5.4936853005347785,83,0,2,0.24020965189873417,422,1
weevely_4.php,759,0.041872203739818745,5.212203274841127,0,0,0,0.7048748353096179,104,1
phpshell.php,8686,0.056767002161115014,5.575824563524145,22,0,0,0.376813262721621,62,1
PHPJackal.php,99189,0.026766620381181286,5.605192010586882,86,0,0,0.23503614312070895,333,1
ctt_sh.php.php.txt,130394,0.025329679690851592,5.842189744438552,27,0,3,0.3192018037639769,386,1
weevely_322.php,759,0.042035590504100315,5.168965600913516,0,0,0,0.6930171277997365,107,1
weevely_239.php,678,0.036884049445976744,5.269983585377365,0,0,0,0.7109144542772862,93,1
weevely_129.php,749,0.04292354154916002,5.188229860246231,0,0,0,0.6995994659546061,114,1
weevely_344.php,769,0.04415908105765063,5.11467286409949,0,0,0,0.6866059817945384,89,1
weevely_453.php,769,0.040366276549631555,5.207072565067574,0,0,0,0.6918075422626788,92,1
SaiProbe_v1.0.php,11554,0.08508809034337554,5.18213824441784,6,0,1,0.2974727367145577,353,1
mysql.php.php.txt,51962,0.09911383539579167,5.467366702221141,51,0,0,0.18259497324968246,91,1
weevely_462.php,695,0.03580121493583231,5.301209799743126,0,0,0,0.7237410071942446,80,1
weevely_447.php,752,0.041327874890217296,5.189562783570268,0,0,0,0.699468085106383,107,1
404.php.txt,107183,0.08285001548107007,5.537896878436018,27,0,3,0.21862608809232809,784,1
bypass-waf-2015-06-16-02.php,88,0.03369905956112853,4.7310492019133354,0,0,0,0.875,37,1
r57shell.php,101469,0.02706213574523859,5.985542840384978,25,0,1,0.2477998206348737,126,1
weevely_157.php,749,0.039257334199610174,5.2140555216328055,0,0,0,0.69826435246996,116,1
general.php,126885,0.021986889458176524,5.744270029942664,0,0,0,0.32196083067344444,103,1
weevely_188.php,752,0.039309289741337794,5.223149980415416,0,0,0,0.7007978723404256,103,1
simple-backdoor.php.txt,328,0.05418811068844633,5.320069125017754,1,0,0,0.6707317073170732,57,1
weevely_383.php,769,0.0385646944083225,5.230166810549259,0,0,0,0.6905071521456437,88,1
backdoorfr.php.txt,8987,0.03808649489527755,5.4773173902507075,6,0,1,0.3266941137198175,72,1
weevely_411.php,698,0.03597489034050968,5.315718472496524,0,0,0,0.7206303724928367,76,1
weevely_110.php,678,0.0358905983799776,5.317754215825207,0,0,0,0.7227138643067846,90,1
Dive Shell 1.0 - Emperor Hacking Team.php,5512,0.04778416514378553,5.611432728352259,12,0,0,0.34361393323657474,43,1
sql.php.txt,34391,0.03214081119991148,5.48120166925964,1,0,0,0.19173621005495625,118,1
weevely_353.php,678,0.036234820459863266,5.279647883307675,0,0,0,0.7094395280235988,90,1
weevely_464.php,749,0.046671854808193455,5.113012482918064,0,0,0,0.6875834445927904,116,1
weevely_284.php,762,0.04121183275218061,5.215022932535397,0,0,0,0.7007874015748031,93,1
AntiSecShell.v0.5.txt,190502,0.03056664126324246,5.922322560623299,41,0,2,0.2949470346768013,15439,1
weevely_457.php,705,0.03530786589297227,5.351430389544269,0,0,0,0.7177304964539007,73,1
wacking.php.php.txt,142739,0.03479245487456426,5.551689900979727,98,0,2,0.2343648197058968,422,1
ex0shell.txt,41885,0.028499534181885867,5.600900157407307,45,0,0,0.2725796824638892,1323,1
weevely_481.php,779,0.042530302180304985,5.137535289651524,0,0,0,0.6829268292682927,84,1
weevely_426.php,742,0.04409790805024171,5.163705810908084,0,0,0,0.6940700808625337,115,1
wso-4.2.1.php,77535,0.03007183101729428,5.691014943332365,26,0,3,0.28191139485393696,1128,1
mysql_1.php,3195,0.02162113430601,5.863480617440252,3,0,0,0.4450704225352113,124,1
c99_locus7s.txt,229103,0.02623596016885406,5.975845567920997,141,0,3,0.35528561389418734,31483,1
weevely_29.php,779,0.04100570568687692,5.191054291606759,0,0,0,0.6944801026957638,82,1
c66.php,131592,0.03570657688531462,5.494253559019554,94,0,2,0.24017417472186758,422,1
weevely_360.php,685,0.03619754983565971,5.294537047895361,0,0,0,0.7197080291970803,92,1
weevely_415.php,779,0.04240820246113434,5.167904865832439,0,0,0,0.6957637997432606,83,1
spygrup.txt,8659,0.037690492823880054,5.7900026297514575,0,0,0,0.37013511952881395,416,1
weevely_289.php,769,0.041090973125270915,5.178804896463625,0,0,0,0.6905071521456437,85,1
sh.php.php.txt,26361,0.027331465028664972,5.608289664570904,1,0,0,0.2807556617730739,108,1
PHPRemoteView.php.txt,88607,0.047361896192501765,5.563259632400249,34,0,1,0.3018835983613033,152,1
weevely_271.php,769,0.0382158918508886,5.265118436512016,0,0,0,0.694408322496749,92,1
weevely_268.php,779,0.044820496912857104,5.153990658722745,0,0,0,0.6906290115532734,79,1
weevely_77.php,772,0.043849922380597164,5.114802434557314,0,0,0,0.6904145077720207,76,1
weevely_421.php,749,0.03863975496740752,5.26727565870617,0,0,0,0.7036048064085447,113,1
weevely_138.php,769,0.04302462613784135,5.1615460183891955,0,0,0,0.6866059817945384,93,1
php一句话后门.TXT,1109,0.02347625848952109,5.490294509843064,10,0,2,0.5347159603246168,76,1
weevely_22.php,769,0.04267582358040745,5.185182019658914,0,0,0,0.6879063719115734,92,1
weevely_21.php,668,0.03640395371176687,5.285518277250095,0,0,0,0.7155688622754491,101,1
weevely_38.php,695,0.036472954201480313,5.292301157472545,0,0,0,0.7151079136690648,80,1
r57_kartal.php,98533,0.023740690577794474,6.016317352444095,22,0,1,0.23341418611023718,126,1
weevely_418.php,668,0.03622440276867554,5.313950510124852,0,0,0,0.7215568862275449,102,1
Dive Shell 1.0 - Emperor Hacking Team.php.txt,5512,0.04778416514378553,5.611432728352259,12,0,0,0.34361393323657474,43,1
weevely_95.php,762,0.043701994543717516,5.118395115138038,0,0,0,0.6837270341207349,90,1
weevely_458.php,749,0.03917522829012659,5.204054650948811,0,0,0,0.69826435246996,116,1
weevely_79.php,769,0.03958401061985262,5.206184306634614,0,0,0,0.6892067620286085,86,1
weevely_467.php,675,0.03576656775469832,5.301239014096556,0,0,0,0.7125925925925926,101,1
weevely_439.php,769,0.042662277850021676,5.13934079265725,0,0,0,0.6918075422626788,93,1
免杀php大马.php,138630,0.021647728010858232,5.820247089103728,55,0,0,0.3801269566471904,39941,1
weevely_70.php,759,0.046739043526929265,5.107072470538542,0,0,0,0.686429512516469,107,1
Crack8_PHP.txt,36755,0.015601757458661106,6.006086136592059,2,0,0,0.7598149911576656,36641,1
w.php.txt,131594,0.035706104000740715,5.494253015407489,94,0,2,0.240185722753317,422,1
koplak_php%3Bme.txt,26180,0.015338783402543533,6.043212687105309,13,0,0,0.7545454545454545,25673,1
w.php.php.txt,131594,0.035706104000740715,5.494253015407489,94,0,2,0.240185722753317,422,1
weevely_359.php,759,0.04965914739919558,5.034852917119373,0,0,0,0.686429512516469,105,1
c2007.php.php.txt,164317,0.033388645942888734,5.735109297906898,104,0,3,0.2748346184509211,422,1
weevely_327.php,752,0.03974133779074709,5.224689739440427,0,0,0,0.7007978723404256,105,1
2011.php,74895,0.030062939215418735,5.485995909375148,30,0,0,0.28960544762667734,153,1
array_intersect_ukey.php,211,0.027262468968630105,5.351517711828118,0,0,0,0.8483412322274881,47,1
isko.txt,112002,0.01560545699419954,6.0052677836843005,2,0,0,0.7567186300244638,111571,1
weevely_39.php,752,0.0394615689718673,5.229850501149032,0,0,0,0.7047872340425532,107,1
weevely_318.php,752,0.0417174264101765,5.172837358837407,0,0,0,0.6928191489361702,100,1
forward_static_call_array-referer-ass.php,193,0.024773316062176167,5.446341717019931,0,0,0,0.9015544041450777,35,1
2009lite.php,37825,0.030647797171143767,5.423896060281109,25,0,0,0.2990614672835426,193,1
weevely_428.php,749,0.04134211033606306,5.1910532075732885,0,0,0,0.6915887850467289,116,1
cpg_143_incl_xpl.php,17659,0.06724546752095491,5.490928218786988,3,0,0,0.26354833229514696,84,1
mini.j0s_ali.j0e.v27.9.txt,131446,0.036178121855779205,5.527365676330496,97,0,2,0.24419913880985347,422,1
pHpINJ.php.txt,1124,0.03842814271635141,5.439016912922058,8,0,0,0.5435943060498221,50,1
weevely_86.php,742,0.04232642564320817,5.155198218555878,0,0,0,0.683288409703504,25,1
pass-waf-2014-10-19.php,117,0.03964043619216033,4.8407090042824255,0,0,0,0.8461538461538461,34,1
weevely_440.php,769,0.03931309601213698,5.2253041460180665,0,0,0,0.6957087126137841,85,1
weevely_72.php,742,0.044890891961398414,5.12839117567488,0,0,0,0.6859838274932615,117,1
b374k-3.2.3.php,223978,0.021890676796584563,5.928951821195248,26,0,1,0.3780683817160614,35873,1
BNKQbAKQ.txt,5956,0.020268591557793817,5.8773816050427365,2,0,0,0.7515110812625924,5750,1
Rootshell.v.1.0.txt,9757,0.051041707506344305,5.671598022816662,4,0,0,0.3260223429332787,84,1
Sst-Sheller.php,21397,0.030568208163626213,5.529495609526504,21,0,0,0.31443660326213957,173,1
Worse Linux Shell.txt,2455,0.03474405642228408,5.404414296253825,3,0,0,0.3788187372708758,60,1
webshell.php.txt,70657,0.015528614356316788,6.09841445139281,8,0,0,0.7199003637290007,62832,1
zone_hackbar_other.php,81,0.030555555555555555,4.955044209737311,2,0,0,1.037037037037037,24,1
phpshell3.php,13275,0.06606063649908761,5.435952223157886,24,0,0,0.343954802259887,66,1
bypass.txt,110266,0.015440348664819052,6.0305817132463515,5,0,0,0.7509839841837013,107903,1
weevely_319.php,705,0.0368028691166989,5.277767044917419,0,0,0,0.7106382978723405,67,1
Uploader.php.txt,280,0.026804915514592933,5.360347593809356,0,0,0,0.7714285714285715,29,1
国外免杀PHP大马_未翻译.php,160973,0.03710504143707859,5.727994312655042,69,0,3,0.2753877979536941,611,1
weevely_237.php,769,0.03852744364976159,5.250998664760339,0,0,0,0.7009102730819246,89,1
SnIpEr_SA Shell.php.txt,103794,0.026812487483756565,6.053842023947921,22,0,1,0.252692833882498,126,1
2008.php,66983,0.029843939462808874,5.496649607231127,31,0,0,0.3006583760058522,193,1
Php_Backdoor.txt,9042,0.038458253371073586,5.212038170692126,9,0,1,0.23534616235346162,58,1
不带引号的pHp一句话.php,147,0.05858585858585859,2.7680770466753004,1,0,1,1.0408163265306123,18,1
weevely_236.php,779,0.039052110180146586,5.2366779119934455,0,0,0,0.6880616174582799,82,1
bypass-waf-2015-06-16-03.php,460,0.025821729658046792,5.464457937621831,0,0,0,0.6456521739130435,86,1
weevely_500.php,742,0.04708069156927151,5.08313549413645,0,0,0,0.6846361185983828,114,1
newsh.php,56072,0.024717569943773186,5.950453119801496,32,0,0,0.32938008275074904,1378,1
weevely_23.php,688,0.03582309332791713,5.329399000616625,0,0,0,0.7180232558139535,79,1
weevely_31.php,772,0.039407807638286864,5.2262665830774315,0,0,0,0.6917098445595855,84,1
weevely_15.php,769,0.038598558734286956,5.236460430731064,1,0,0,0.6814044213263979,90,1
weevely_438.php,762,0.04676813558620547,5.108185946175479,0,0,0,0.6902887139107612,92,1
weevely_326.php,762,0.04070828202979227,5.19426457165174,0,0,0,0.6902887139107612,92,1
weevely_68.php,779,0.0384119116526032,5.257811698588599,0,0,0,0.699614890885751,83,1
xinfo.php.php.txt,111696,0.033910944473683785,5.581923391836534,34,0,0,0.21597013321873657,105,1
shell.php.php.txt,3801,0.04820005815644082,5.418133692130867,4,0,0,0.42672980794527754,43,1
xinfo.php.txt,111696,0.033910944473683785,5.581923391836534,34,0,0,0.21597013321873657,105,1
stres.txt,40999,0.035216397112678204,5.511991979013618,20,0,0,0.22412741774189615,416,1
weevely_201.php,698,0.0358762276313139,5.329419542614479,0,0,0,0.7206303724928367,71,1
weevely_364.php,668,0.03626031295729381,5.278941242137064,0,0,0,0.7230538922155688,99,1
PHANTASMA.php.txt,25944,0.16082749083836145,5.63772074911203,15,0,0,0.23334875115633671,66,1
weevely_472.php,759,0.039609123238812355,5.238972843246682,0,0,0,0.696969696969697,106,1
weevely_299.php,668,0.036309689466643924,5.289014368705378,0,0,0,0.7170658682634731,100,1
